route,month,total_boardings,avg_weekday_boardings
QM15,2024-12,24756,1069
QM15,2025-01,31836,1323
QM15,2025-02,31102,1470
QM15,2025-03,33049,1457
QM15,2025-04,36066,1548
QM15,2025-05,32703,1368
QM15,2025-06,30952,1399
QM15,2025-07,34651,1438
QM15,2025-08,30235,1345
QM15,2025-09,29483,1265
QM15,2025-10,35955,1493
QM15,2025-11,28816,1338
QM15,2025-12,31250,1295
QM15,2026-01,31201,1339
QM15,2026-02,27918,1319
QM15,2026-03,33469,1448
QM15,2026-04,34618,1490
QM15,2026-05,32726,1469
QM15,2026-06,35264,1519
QM15,2026-07,33638,1403
QM16,2024-10,9464,411
QM16,2024-11,7244,345
QM16,2024-12,6488,295
QM16,2025-01,7898,343
QM16,2025-02,8620,431
QM16,2025-03,9531,454
QM16,2025-04,10239,465
QM16,2025-05,8922,406
QM16,2025-06,8727,416
QM16,2025-07,8169,355
QM16,2025-08,6729,320
QM16,2025-09,7164,326
QM16,2025-10,9043,393
QM16,2025-11,6763,338
QM16,2025-12,7059,307
QM16,2026-01,7958,362
QM16,2026-02,6747,337
QM16,2026-03,8661,394
QM16,2026-04,8499,386
QM16,2026-05,8181,390
QM16,2026-06,8787,399
QM16,2026-07,8242,358
QM17,2024-10,8798,383
QM17,2024-11,7171,341
QM17,2024-12,6318,287
QM17,2025-01,9900,430
QM17,2025-02,10395,520
QM17,2025-03,11999,571
QM17,2025-04,12522,569
QM17,2025-05,10512,478
QM17,2025-06,7931,378
QM17,2025-07,8232,358
QM17,2025-08,7441,354
QM17,2025-09,7998,364
QM17,2025-10,9319,405
QM17,2025-11,7249,362
QM17,2025-12,7715,335
QM17,2026-01,7951,361
QM17,2026-02,6703,335
QM17,2026-03,8563,389
QM17,2026-04,8952,407
QM17,2026-05,7723,368
QM17,2026-06,8583,390
QM17,2026-07,8235,358
QM18,2024-10,2776,121
QM18,2024-11,1933,92
QM18,2024-12,1774,81
QM18,2025-01,2836,123
QM18,2025-02,2744,137
QM18,2025-03,3194,152
QM18,2025-04,2648,120
QM18,2025-05,2402,109
QM18,2025-06,2569,122
QM18,2025-07,3504,152
QM18,2025-08,2927,139
QM18,2025-09,3031,138
QM18,2025-10,3152,137
QM18,2025-11,2355,118
QM18,2025-12,2562,111
QM18,2026-01,2634,120
QM18,2026-02,2255,113
QM18,2026-03,3050,139
QM18,2026-04,3002,136
QM18,2026-05,2912,139
QM18,2026-06,2843,129
QM18,2026-07,2957,129
QM2,2024-10,12632,478
QM2,2024-11,9679,368
QM2,2024-12,9738,352
QM2,2025-01,10508,389
QM2,2025-02,10497,442
QM2,2025-03,10509,404
QM2,2025-04,10917,418
QM2,2025-05,11130,411
QM2,2025-06,11531,472
QM2,2025-07,10102,369
QM2,2025-08,10844,410
QM2,2025-09,9511,344
QM2,2025-10,10555,364
QM2,2025-11,11082,364
QM2,2025-12,10269,350
QM2,2026-01,10689,398
QM2,2026-02,9749,402
QM2,2026-03,12442,480
QM2,2026-04,13154,504
QM2,2026-05,14563,557
QM2,2026-06,15566,597
QM2,2026-07,17146,638
QM20,2024-10,7392,321
QM20,2024-11,6217,296
QM20,2024-12,5781,263
QM20,2025-01,7478,325
QM20,2025-02,7456,373
QM20,2025-03,7946,378
QM20,2025-04,7388,336
QM20,2025-05,6383,290
QM20,2025-06,7928,378
QM20,2025-07,9207,400
QM20,2025-08,8103,386
QM20,2025-09,8499,386
QM20,2025-10,8724,379
QM20,2025-11,7113,356
QM20,2025-12,8470,368
QM20,2026-01,8394,382
QM20,2026-02,8443,422
QM20,2026-03,11050,502
QM20,2026-04,12324,560
QM20,2026-05,11779,561
QM20,2026-06,13600,618
QM20,2026-07,14559,633
QM21,2024-10,3467,151
QM21,2024-11,2748,131
QM21,2024-12,2442,111
QM21,2025-01,3228,140
QM21,2025-02,2930,146
QM21,2025-03,3064,146
QM21,2025-04,3391,154
QM21,2025-05,3164,144
QM21,2025-06,3225,154
QM21,2025-07,2830,123
QM21,2025-08,2618,125
QM21,2025-09,2622,119
QM21,2025-10,2611,114
QM21,2025-11,1839,92
QM21,2025-12,1902,83
QM21,2026-01,1942,88
QM21,2026-02,1709,85
QM21,2026-03,1955,89
QM21,2026-04,2173,99
QM21,2026-05,2389,114
QM21,2026-06,2359,107
QM21,2026-07,2356,102
QM24,2024-10,11277,490
QM24,2024-11,9509,453
QM24,2024-12,8336,379
QM24,2025-01,10590,460
QM24,2025-02,10470,524
QM24,2025-03,11387,542
QM24,2025-04,12359,562
QM24,2025-05,11517,524
QM24,2025-06,10875,518
QM24,2025-07,12229,532
QM24,2025-08,10329,492
QM24,2025-09,11291,513
QM24,2025-10,12393,539
QM24,2025-11,9895,495
QM24,2025-12,9564,416
QM24,2026-01,10796,491
QM24,2026-02,9516,476
QM24,2026-03,12034,547
QM24,2026-04,12151,552
QM24,2026-05,11094,528
QM24,2026-06,11748,534
QM24,2026-07,11076,482
QM25,2024-10,8360,363
QM25,2024-11,5898,281
QM25,2024-12,6566,298
QM25,2025-01,8333,362
QM25,2025-02,6927,346
QM25,2025-03,8552,407
QM25,2025-04,9179,417
QM25,2025-05,8001,364
QM25,2025-06,8105,386
QM25,2025-07,8535,371
QM25,2025-08,7649,364
QM25,2025-09,8895,404
QM25,2025-10,9588,417
QM25,2025-11,7701,385
QM25,2025-12,7634,332
QM25,2026-01,7700,350
QM25,2026-02,6974,349
QM25,2026-03,9413,428
QM25,2026-04,10148,461
QM25,2026-05,8744,416
QM25,2026-06,9487,431
QM25,2026-07,9334,406
QM3,2024-10,809,35
QM3,2024-11,696,33
QM3,2024-12,658,30
QM3,2025-01,835,36
QM3,2025-02,563,28
QM3,2025-03,782,37
QM3,2025-04,698,32
QM3,2025-05,790,36
QM3,2025-06,445,21
QM31,2024-10,1860,81
QM31,2024-11,1564,74
QM31,2024-12,1278,58
QM31,2025-01,1555,68
QM31,2025-02,1299,65
QM31,2025-03,1646,78
QM31,2025-04,1706,78
QM31,2025-05,1675,76
QM31,2025-06,1420,68
QM31,2025-07,1159,50
QM31,2025-08,1120,53
QM31,2025-09,1433,65
QM31,2025-10,1323,58
QM31,2025-11,980,49
QM31,2025-12,1069,46
QM31,2026-01,1246,57
QM31,2026-02,1140,57
QM31,2026-03,1452,66
QM31,2026-04,1653,75
QM31,2026-05,1658,79
QM31,2026-06,1707,78
QM31,2026-07,1494,65
QM32,2024-10,2578,112
QM32,2024-11,1933,92
QM32,2024-12,1713,78
QM32,2025-01,3038,132
QM32,2025-02,2870,144
QM32,2025-03,2922,139
QM32,2025-04,2814,128
QM32,2025-05,2525,115
QM32,2025-06,2710,129
QM32,2025-07,2863,124
QM32,2025-08,2194,104
QM32,2025-09,3154,143
QM32,2025-10,3463,151
QM32,2025-11,2378,119
QM32,2025-12,2620,114
QM32,2026-01,2498,114
QM32,2026-02,2387,119
QM32,2026-03,3626,165
QM32,2026-04,3804,173
QM32,2026-05,3797,181
QM32,2026-06,4309,196
QM32,2026-07,4222,184
QM34,2024-10,11475,499
QM34,2024-11,9222,439
QM34,2024-12,8595,391
QM34,2025-01,10753,468
QM34,2025-02,10236,512
QM34,2025-03,11077,527
QM34,2025-04,11758,534
QM34,2025-05,10928,497
QM34,2025-06,11029,525
QM34,2025-07,11600,504
QM34,2025-08,10061,479
QM34,2025-09,10567,480
QM34,2025-10,11324,492
QM34,2025-11,9026,451
QM34,2025-12,8870,386
QM34,2026-01,8970,408
QM34,2026-02,8756,438
QM34,2026-03,9966,453
QM34,2026-04,10488,477
QM34,2026-05,9594,457
QM34,2026-06,10757,489
QM34,2026-07,9999,435
QM35,2024-10,3604,157
QM35,2024-11,3383,161
QM35,2024-12,3046,138
QM35,2025-01,3702,161
QM35,2025-02,3064,153
QM35,2025-03,3809,181
QM35,2025-04,3420,155
QM35,2025-05,3334,152
QM35,2025-06,3031,144
QM35,2025-07,2618,114
QM35,2025-08,2287,109
QM35,2025-09,2976,135
QM35,2025-10,2800,122
QM35,2025-11,2421,121
QM35,2025-12,2736,119
QM35,2026-01,3049,139
QM35,2026-02,3033,152
QM35,2026-03,3899,177
QM35,2026-04,3787,172
QM35,2026-05,3614,172
QM35,2026-06,4673,212
QM35,2026-07,4953,215
QM36,2024-10,1633,71
QM36,2024-11,1202,57
QM36,2024-12,1344,61
QM36,2025-01,1267,55
QM36,2025-02,1421,71
QM36,2025-03,1352,64
QM36,2025-04,1474,67
QM36,2025-05,1624,74
QM36,2025-06,1573,75
QM36,2025-07,925,40
QM36,2025-08,747,36
QM36,2025-09,838,38
QM36,2025-10,943,41
QM36,2025-11,925,46
QM36,2025-12,894,39
QM36,2026-01,939,43
QM36,2026-02,969,48
QM36,2026-03,1539,70
QM36,2026-04,1638,74
QM36,2026-05,1586,76
QM36,2026-06,1704,77
QM36,2026-07,1456,63
QM4,2024-10,3773,130
QM4,2024-11,3974,148
QM4,2024-12,3675,127
QM4,2025-01,4720,175
QM4,2025-02,4249,175
QM4,2025-03,4936,192
QM4,2025-04,5568,216
QM4,2025-05,5860,213
QM4,2025-06,4889,197
QM4,2025-07,4646,163
QM4,2025-08,4639,182
QM4,2025-09,3953,138
QM4,2025-10,4307,146
QM4,2025-11,4299,152
QM4,2025-12,4077,142
QM4,2026-01,3923,146
QM4,2026-02,3627,147
QM4,2026-03,5548,210
QM4,2026-04,5537,216
QM4,2026-05,5942,232
QM4,2026-06,6706,253
QM4,2026-07,7612,290
QM40,2024-10,1227,53
QM40,2024-11,1042,50
QM40,2024-12,1006,46
QM40,2025-01,1054,46
QM40,2025-02,1026,51
QM40,2025-03,1162,55
QM40,2025-04,1775,81
QM40,2025-05,1668,76
QM40,2025-06,1779,85
QM40,2025-07,1461,64
QM40,2025-08,1267,60
QM40,2025-09,1011,46
QM40,2025-10,1227,53
QM40,2025-11,770,38
QM40,2025-12,848,37
QM40,2026-01,669,30
QM40,2026-02,955,48
QM40,2026-03,1281,58
QM40,2026-04,1608,73
QM40,2026-05,1470,70
QM40,2026-06,1752,80
QM40,2026-07,1966,85
QM42,2024-10,1689,73
QM42,2024-11,1461,70
QM42,2024-12,1421,65
QM42,2025-01,1885,82
QM42,2025-02,1511,76
QM42,2025-03,1742,83
QM42,2025-04,1347,61
QM42,2025-05,1298,59
QM42,2025-06,1036,49
QM42,2025-07,1401,61
QM42,2025-08,1587,76
QM42,2025-09,1649,75
QM42,2025-10,1730,75
QM42,2025-11,1369,68
QM42,2025-12,1560,68
QM42,2026-01,1435,65
QM42,2026-02,1442,72
QM42,2026-03,1908,87
QM42,2026-04,1956,89
QM42,2026-05,1810,86
QM42,2026-06,1860,85
QM42,2026-07,2024,88
QM44,2024-10,1570,68
QM44,2024-11,1720,82
QM44,2024-12,1509,69
QM44,2025-01,1985,86
QM44,2025-02,1286,64
QM44,2025-03,1540,73
QM44,2025-04,1812,82
QM44,2025-05,1535,70
QM44,2025-06,1353,64
QM44,2025-07,1043,45
QM44,2025-08,917,44
QM44,2025-09,1251,57
QM44,2025-10,1365,59
QM44,2025-11,1067,53
QM44,2025-12,1115,48
QM44,2026-01,901,41
QM44,2026-02,1321,66
QM44,2026-03,1400,64
QM44,2026-04,1661,76
QM44,2026-05,1832,87
QM44,2026-06,2104,96
QM44,2026-07,1853,81
QM5,2024-10,16221,619
QM5,2024-11,14037,549
QM5,2024-12,13175,512
QM5,2025-01,14451,563
QM5,2025-02,14014,602
QM5,2025-03,16094,632
QM5,2025-04,15532,612
QM5,2025-05,14927,561
QM5,2025-06,16040,661
QM5,2025-07,18176,699
QM5,2025-08,15793,629
QM5,2025-09,13853,537
QM5,2025-10,15222,583
QM5,2025-11,13133,546
QM5,2025-12,12891,489
QM5,2026-01,14888,600
QM5,2026-02,13861,616
QM5,2026-03,16277,668
QM5,2026-04,17446,717
QM5,2026-05,19587,810
QM5,2026-06,20258,830
QM5,2026-07,20589,796
QM6,2024-10,6954,229
QM6,2024-11,6379,208
QM6,2024-12,5873,192
QM6,2025-01,5519,192
QM6,2025-02,6757,263
QM6,2025-03,7344,274
QM6,2025-04,8305,303
QM6,2025-05,8875,308
QM6,2025-06,8880,338
QM6,2025-07,6796,226
QM6,2025-08,6101,218
QM6,2025-09,6290,213
QM6,2025-10,7048,234
QM6,2025-11,6429,220
QM6,2025-12,6093,201
QM6,2026-01,5509,195
QM6,2026-02,6239,244
QM6,2026-03,6764,241
QM6,2026-04,7580,279
QM6,2026-05,8444,304
QM6,2026-06,8569,311
QM6,2026-07,9617,335
QM63,2025-06,251,12
QM63,2025-07,6358,276
QM63,2025-08,5106,243
QM63,2025-09,5062,230
QM63,2025-10,5845,254
QM63,2025-11,4772,239
QM63,2025-12,4675,203
QM63,2026-01,4149,189
QM63,2026-02,3512,176
QM63,2026-03,4557,207
QM63,2026-04,5879,267
QM63,2026-05,6503,310
QM63,2026-06,7112,323
QM63,2026-07,6208,270
QM64,2025-06,100,5
QM64,2025-07,3224,140
QM64,2025-08,2338,111
QM64,2025-09,2365,108
QM64,2025-10,2703,118
QM64,2025-11,1916,96
QM64,2025-12,1843,80
QM64,2026-01,2083,95
QM64,2026-02,2006,100
QM64,2026-03,2280,104
QM64,2026-04,2946,134
QM64,2026-05,2922,139
QM64,2026-06,3121,142
QM64,2026-07,3215,140
QM65,2025-06,53,3
QM65,2025-07,2163,94
QM65,2025-08,2446,116
QM65,2025-09,2450,111
QM65,2025-10,2630,114
QM65,2025-11,2153,108
QM65,2025-12,2255,98
QM65,2026-01,2365,108
QM65,2026-02,1770,88
QM65,2026-03,2614,119
QM65,2026-04,3413,155
QM65,2026-05,3354,160
QM65,2026-06,3035,138
QM65,2026-07,3728,162
QM68,2025-06,197,9
QM68,2025-07,4165,181
QM68,2025-08,3597,171
QM68,2025-09,4028,183
QM68,2025-10,4578,199
QM68,2025-11,3462,173
QM68,2025-12,3734,162
QM68,2026-01,3304,150
QM68,2026-02,2869,143
QM68,2026-03,3211,146
QM68,2026-04,4803,218
QM68,2026-05,5352,255
QM68,2026-06,5170,235
QM68,2026-07,5093,221
QM7,2024-10,4502,196
QM7,2024-11,3647,174
QM7,2024-12,3332,151
QM7,2025-01,4107,179
QM7,2025-02,4299,215
QM7,2025-03,4543,216
QM7,2025-04,4816,219
QM7,2025-05,3727,169
QM7,2025-06,4717,225
QM7,2025-07,5702,248
QM7,2025-08,6336,302
QM7,2025-09,5734,261
QM7,2025-10,5908,257
QM7,2025-11,4530,226
QM7,2025-12,4329,188
QM7,2026-01,5181,236
QM7,2026-02,5322,266
QM7,2026-03,7195,327
QM7,2026-04,7050,320
QM7,2026-05,5711,272
QM7,2026-06,7920,360
QM7,2026-07,10149,441
QM8,2024-10,4179,182
QM8,2024-11,3142,150
QM8,2024-12,2908,132
QM8,2025-01,3277,142
QM8,2025-02,3277,164
QM8,2025-03,3197,152
QM8,2025-04,4421,201
QM8,2025-05,3441,156
QM8,2025-06,4084,194
QM8,2025-07,3642,158
QM8,2025-08,3472,165
QM8,2025-09,5027,228
QM8,2025-10,5339,232
QM8,2025-11,4323,216
QM8,2025-12,4422,192
QM8,2026-01,4629,210
QM8,2026-02,4629,231
QM8,2026-03,5899,268
QM8,2026-04,6233,283
QM8,2026-05,5850,279
QM8,2026-06,6507,296
QM8,2026-07,6638,289
S40,2024-10,74596,2424
S40,2024-11,72268,2471
S40,2024-12,67924,2197
S40,2025-01,53503,1668
S40,2025-02,50831,1878
S40,2025-03,55685,1793
S40,2025-04,59636,2031
S40,2025-05,59394,2005
S40,2025-06,65128,2187
S40,2025-07,77239,2530
S40,2025-08,75304,2339
S40,2025-09,72458,2442
S40,2025-10,77442,2534
S40,2025-11,68757,2337
S40,2025-12,66267,2240
S40,2026-01,58780,2064
S40,2026-02,44672,1701
S40,2026-03,56359,1883
S40,2026-04,65311,2229
S40,2026-05,70120,2410
S40,2026-06,76891,2540
S40,2026-07,71133,2222
S42,2024-10,9265,402
S42,2024-11,7676,363
S42,2024-12,7187,326
S42,2025-01,7684,333
S42,2025-02,6171,308
S42,2025-03,7830,370
S42,2025-04,7562,342
S42,2025-05,7864,354
S42,2025-06,7888,375
S42,2025-07,7020,304
S42,2025-08,5382,255
S42,2025-09,8573,390
S42,2025-10,9901,430
S42,2025-11,8860,442
S42,2025-12,8888,386
S42,2026-01,8267,375
S42,2026-02,6691,334
S42,2026-03,9572,435
S42,2026-04,6357,289
S42,2026-05,6942,329
S42,2026-06,5610,255
S42,2026-07,5312,231
S44,2024-10,174389,6149
S44,2024-11,156079,5659
S44,2024-12,141954,5158
S44,2025-01,142501,5000
S44,2025-02,130363,5222
S44,2025-03,158354,5607
S44,2025-04,147960,5301
S44,2025-05,158889,5573
S44,2025-06,144718,5367
S44,2025-07,140210,4732
S44,2025-08,145021,4930
S44,2025-09,149680,5437
S44,2025-10,151148,5339
S44,2025-11,134971,4936
S44,2025-12,119668,4257
S44,2026-01,112750,4070
S44,2026-02,98088,3844
S44,2026-03,106365,3797
S44,2026-04,116761,4272
S44,2026-05,126845,4727
S44,2026-06,121317,4383
S44,2026-07,124419,4293
S46,2024-10,126790,4445
S46,2024-11,106493,3735
S46,2024-12,108958,3805
S46,2025-01,102161,3559
S46,2025-02,96834,3942
S46,2025-03,107062,3953
S46,2025-04,108201,3895
S46,2025-05,111610,4031
S46,2025-06,102242,3899
S46,2025-07,114800,3929
S46,2025-08,105718,3780
S46,2025-09,126615,4705
S46,2025-10,139078,5031
S46,2025-11,121197,4742
S46,2025-12,115085,4193
S46,2026-01,106088,3975
S46,2026-02,87304,3613
S46,2026-03,113289,4219
S46,2026-04,103706,3882
S46,2026-05,123648,4572
S46,2026-06,113880,4173
S46,2026-07,105100,3560
S48,2024-10,106310,3521
S48,2024-11,90161,3147
S48,2024-12,91775,3111
S48,2025-01,88153,2911
S48,2025-02,73387,2728
S48,2025-03,81840,2723
S48,2025-04,79366,2728
S48,2025-05,73227,2307
S48,2025-06,78796,2724
S48,2025-07,100776,3352
S48,2025-08,101963,3268
S48,2025-09,114862,4044
S48,2025-10,118642,4035
S48,2025-11,103553,3773
S48,2025-12,101435,3501
S48,2026-01,87124,3082
S48,2026-02,67760,2584
S48,2026-03,90229,3129
S48,2026-04,88542,3197
S48,2026-05,98199,3475
S48,2026-06,97873,3391
S48,2026-07,102579,3431
S51,2024-10,46192,1544
S51,2024-11,40641,1470
S51,2024-12,38788,1336
S51,2025-01,34351,1167
S51,2025-02,33626,1216
S51,2025-03,40684,1333
S51,2025-04,37837,1333
S51,2025-05,38696,1370
S51,2025-06,41533,1496
S51,2025-07,55184,1879
S51,2025-08,52167,1678
S51,2025-09,50133,1841
S51,2025-10,48820,1566
S51,2025-11,46345,1636
S51,2025-12,41980,1456
S51,2026-01,37830,1402
S51,2026-02,32731,1225
S51,2026-03,47235,1691
S51,2026-04,42284,1486
S51,2026-05,47659,1680
S51,2026-06,46288,1543
S51,2026-07,46546,1611
S52,2024-10,60014,2073
S52,2024-11,51625,1855
S52,2024-12,49064,1772
S52,2025-01,45015,1574
S52,2025-02,42345,1607
S52,2025-03,46372,1652
S52,2025-04,46177,1621
S52,2025-05,46146,1666
S52,2025-06,43422,1581
S52,2025-07,55887,1895
S52,2025-08,55086,1856
S52,2025-09,62751,2369
S52,2025-10,66972,2317
S52,2025-11,58259,2176
S52,2025-12,53661,1888
S52,2026-01,53210,2030
S52,2026-02,45020,1892
S52,2026-03,59927,2336
S52,2026-04,50728,1852
S52,2026-05,57033,2108
S52,2026-06,52264,1844
S52,2026-07,54678,1918
S53,2024-10,146010,4857
S53,2024-11,133114,4559
S53,2024-12,120817,3891
S53,2025-01,118380,3839
S53,2025-02,109492,3926
S53,2025-03,124512,3925
S53,2025-04,130519,4458
S53,2025-05,116573,3896
S53,2025-06,128318,4431
S53,2025-07,153534,5208
S53,2025-08,148697,4729
S53,2025-09,160065,5522
S53,2025-10,166551,5531
S53,2025-11,145698,5395
S53,2025-12,137523,4606
S53,2026-01,129904,4632
S53,2026-02,104429,4009
S53,2026-03,141247,4806
S53,2026-04,133000,4768
S53,2026-05,156760,5637
S53,2026-06,151838,5097
S53,2026-07,147258,4937
S54,2024-10,21171,920
S54,2024-11,16668,794
S54,2024-12,14168,644
S54,2025-01,15889,691
S54,2025-02,14597,730
S54,2025-03,18198,867
S54,2025-04,16358,744
S54,2025-05,16938,770
S54,2025-06,13333,635
S54,2025-07,11496,500
S54,2025-08,11546,550
S54,2025-09,24352,1107
S54,2025-10,29476,1282
S54,2025-11,22116,1106
S54,2025-12,21624,940
S54,2026-01,20145,916
S54,2026-02,19277,964
S54,2026-03,23236,1056
S54,2026-04,19646,893
S54,2026-05,25483,1213
S54,2026-06,16270,740
S54,2026-07,14448,628
S55,2024-10,15190,660
S55,2024-11,10974,523
S55,2024-12,10953,498
S55,2025-01,9302,404
S55,2025-02,10672,534
S55,2025-03,10771,513
S55,2025-04,10675,485
S55,2025-05,11974,544
S55,2025-06,7389,352
S55,2025-07,4931,214
S55,2025-08,5337,254
S55,2025-09,15457,703
S55,2025-10,17195,748
S55,2025-11,13036,652
S55,2025-12,13386,582
S55,2026-01,11576,526
S55,2026-02,10490,524
S55,2026-03,15853,721
S55,2026-04,13562,616
S55,2026-05,16001,762
S55,2026-06,10200,464
S55,2026-07,6564,285
S56,2024-10,22500,978
S56,2024-11,18235,868
S56,2024-12,16040,729
S56,2025-01,15397,669
S56,2025-02,17356,868
S56,2025-03,17944,854
S56,2025-04,16139,734
S56,2025-05,18035,820
S56,2025-06,13067,622
S56,2025-07,8756,381
S56,2025-08,8598,409
S56,2025-09,20422,928
S56,2025-10,23349,1015
S56,2025-11,18394,920
S56,2025-12,17385,756
S56,2026-01,15957,725
S56,2026-02,15229,761
S56,2026-03,22186,1008
S56,2026-04,18779,854
S56,2026-05,20313,967
S56,2026-06,16936,770
S56,2026-07,9515,414
S57,2024-10,51992,1929
S57,2024-11,42135,1643
S57,2024-12,39197,1496
S57,2025-01,39265,1429
S57,2025-02,36646,1544
S57,2025-03,50128,1910
S57,2025-04,42745,1662
S57,2025-05,45774,1753
S57,2025-06,40928,1592
S57,2025-07,35850,1253
S57,2025-08,35338,1247
S57,2025-09,47168,1798
S57,2025-10,48353,1787
S57,2025-11,42460,1677
S57,2025-12,36045,1340
S57,2026-01,35577,1371
S57,2026-02,28245,1161
S57,2026-03,36952,1439
S57,2026-04,33962,1328
S57,2026-05,42538,1622
S57,2026-06,35747,1333
S57,2026-07,31684,1141
S59,2024-10,113133,4089
S59,2024-11,89376,3331
S59,2024-12,86837,3168
S59,2025-01,83874,3027
S59,2025-02,79645,3273
S59,2025-03,101918,3880
S59,2025-04,91250,3499
S59,2025-05,98315,3572
S59,2025-06,83440,3248
S59,2025-07,76946,2672
S59,2025-08,80281,2926
S59,2025-09,95487,3562
S59,2025-10,94846,3461
S59,2025-11,77361,3062
S59,2025-12,74703,2647
S59,2026-01,69931,2626
S59,2026-02,63340,2598
S59,2026-03,70112,2699
S59,2026-04,69674,2693
S59,2026-05,83738,3238
S59,2026-06,78316,2922
S59,2026-07,70869,2485
S61,2024-10,99750,3481
S61,2024-11,88600,3338
S61,2024-12,85964,3073
S61,2025-01,76098,2650
S61,2025-02,78907,3220
S61,2025-03,91922,3390
S61,2025-04,89740,3265
S61,2025-05,91580,3252
S61,2025-06,78854,2909
S61,2025-07,72224,2425
S61,2025-08,69498,2403
S61,2025-09,81006,2866
S61,2025-10,87893,3029
S61,2025-11,78947,2934
S61,2025-12,70309,2396
S61,2026-01,63585,2285
S61,2026-02,54101,2141
S61,2026-03,71222,2522
S61,2026-04,63776,2331
S61,2026-05,70166,2529
S61,2026-06,65503,2381
S61,2026-07,61819,2013
S62,2024-10,88355,3103
S62,2024-11,78346,2824
S62,2024-12,73041,2545
S62,2025-01,73295,2528
S62,2025-02,67223,2631
S62,2025-03,81806,2972
S62,2025-04,75817,2810
S62,2025-05,80490,2854
S62,2025-06,73954,2692
S62,2025-07,72631,2425
S62,2025-08,68135,2282
S62,2025-09,75808,2754
S62,2025-10,75786,2613
S62,2025-11,71923,2589
S62,2025-12,61745,2132
S62,2026-01,58852,2100
S62,2026-02,47869,1877
S62,2026-03,57942,2065
S62,2026-04,58448,2131
S62,2026-05,67758,2400
S62,2026-06,64797,2248
S62,2026-07,60212,2046
S66,2024-10,20317,877
S66,2024-11,14635,689
S66,2024-12,13192,596
S66,2025-01,11362,490
S66,2025-02,10595,526
S66,2025-03,11444,543
S66,2025-04,11075,500
S66,2025-05,8848,399
S66,2025-06,9336,440
S66,2025-07,16121,696
S66,2025-08,14569,686
S66,2025-09,16187,736
S66,2025-10,16499,717
S66,2025-11,13527,672
S66,2025-12,13554,587
S66,2026-01,12455,561
S66,2026-02,11477,572
S66,2026-03,12525,569
S66,2026-04,13292,604
S66,2026-05,14993,709
S66,2026-06,13597,616
S66,2026-07,15263,664
S74,2024-10,112031,4055
S74,2024-11,91884,3325
S74,2024-12,98087,3443
S74,2025-01,96290,3282
S74,2025-02,83304,3257
S74,2025-03,91469,3306
S74,2025-04,96975,3558
S74,2025-05,104184,3682
S74,2025-06,99419,3660
S74,2025-07,98823,3352
S74,2025-08,106085,3853
S74,2025-09,109804,3949
S74,2025-10,114993,3945
S74,2025-11,106683,3967
S74,2025-12,95121,3308
S74,2026-01,88340,3213
S74,2026-02,78345,3108
S74,2026-03,93657,3395
S74,2026-04,93068,3446
S74,2026-05,104948,3694
S74,2026-06,105308,3710
S74,2026-07,112509,3885
S76,2024-10,52658,1901
S76,2024-11,47668,1810
S76,2024-12,46438,1604
S76,2025-01,49444,1866
S76,2025-02,44272,1793
S76,2025-03,51181,2018
S76,2025-04,39013,1422
S76,2025-05,38379,1428
S76,2025-06,38439,1414
S76,2025-07,54997,1961
S76,2025-08,55363,2003
S76,2025-09,61277,2420
S76,2025-10,64806,2380
S76,2025-11,56859,2258
S76,2025-12,59763,2247
S76,2026-01,43135,1674
S76,2026-02,42548,1741
S76,2026-03,56803,2144
S76,2026-04,56095,2148
S76,2026-05,66876,2584
S76,2026-06,59672,2177
S76,2026-07,53370,1905
S78,2024-10,160777,6017
S78,2024-11,137008,5456
S78,2024-12,133458,5016
S78,2025-01,130419,4842
S78,2025-02,123579,5201
S78,2025-03,139112,5462
S78,2025-04,135201,5221
S78,2025-05,150666,5665
S78,2025-06,121556,4713
S78,2025-07,118539,4150
S78,2025-08,132903,4759
S78,2025-09,165324,6432
S78,2025-10,168424,6057
S78,2025-11,148184,5847
S78,2025-12,140513,5307
S78,2026-01,126862,4795
S78,2026-02,118282,4944
S78,2026-03,145857,5688
S78,2026-04,135003,5242
S78,2026-05,157335,6081
S78,2026-06,147137,5557
S78,2026-07,136432,4845
S79+,2024-10,410163,14362
S79+,2024-11,357876,12964
S79+,2024-12,350326,12224
S79+,2025-01,342497,11966
S79+,2025-02,304503,12047
S79+,2025-03,371426,13315
S79+,2025-04,353582,12845
S79+,2025-05,381990,13211
S79+,2025-06,349494,12661
S79+,2025-07,342056,11675
S79+,2025-08,353333,11949
S79+,2025-09,369624,13231
S79+,2025-10,374267,12843
S79+,2025-11,353345,12820
S79+,2025-12,328184,11516
S79+,2026-01,303787,10984
S79+,2026-02,258509,10208
S79+,2026-03,315964,11542
S79+,2026-04,319921,11630
S79+,2026-05,336084,11923
S79+,2026-06,340760,12145
S79+,2026-07,320790,11246
S81,2024-10,1320,57
S81,2024-11,1310,62
S81,2024-12,1715,78
S81,2025-01,1362,59
S81,2025-02,1886,94
S81,2025-03,1512,72
S81,2025-04,1671,76
S81,2025-05,1494,68
S81,2025-06,1249,59
S81,2025-07,2127,92
S81,2025-08,1910,91
S81,2025-09,2135,97
S81,2025-10,1729,75
S81,2025-11,1621,81
S81,2025-12,1913,83
S81,2026-01,1443,66
S81,2026-02,1425,71
S81,2026-03,2279,104
S81,2026-04,1703,77
